-8,0,-8,4
-8,-8,0,4
-8,-8,4,0
-8,-4,8,0
-4,0,-8,8
-4,-8,0,8
0,-4,-8,8
0,-8,-4,8
0,-8,4,-8
4,-8,0,-8
8,-4,-8,0
8,-8,-4,0
8,-8,0,-4
-8,-8,-2,2
-8,-8,2,-2
-2,-2,-8,8
8,-8,-2,-2
-2,2,4,12
-2,2,12,4
2,2,-12,4
2,2,-4,12
2,-2,4,12
2,-2,12,4
4,-12,2,2
12,-4,2,2
-10,-2,-6,2
-10,-6,-2,2
-10,-6,2,-2
-10,-2,6,-2
-8,-4,-8,0
-8,-8,-4,0
-8,-8,0,-4
-6,-2,-10,2
-6,-10,-2,2
-6,-10,2,-2
-6,-2,10,-2
-4,-8,0,-8
-2,-2,-10,6
-2,-2,-6,10
-2,-10,-2,6
-2,-6,-2,10
-2,-10,2,-6
0,-8,-4,-8
2,-10,-2,-6
6,-2,-10,-2
6,-10,-2,-2
10,-2,-6,-2
10,-6,-2,-2
4,4,4,12
4,4,12,4
12,4,4,4
-4,-4,-10,-2
-2,-10,-4,-4
-8,-8,2,6
-8,-8,6,2
-6,2,-8,8
-6,-2,8,8
-2,6,-8,8
-2,-6,8,8
2,-6,-8,8
6,-2,-8,8
8,-8,-6,2
8,-8,-2,6
8,-8,2,-6
8,-8,6,-2
4,8,8,8
8,8,4,8
8,4,8,8
-12,-4,-2,2
-12,-4,2,-2
-4,-12,-2,2
-4,-12,2,-2
-2,-2,-12,4
-2,-2,-4,12
4,-12,-2,-2
12,-4,-2,-2
0,8,4,12
0,4,8,12
4,0,12,8
8,0,12,4
-12,4,-4,4
-12,-4,4,4
-4,4,-12,4
-4,4,-4,12
-4,-12,4,4
-4,-4,4,12
-4,-4,12,4
4,-4,-12,4
4,-12,-4,4
4,-4,-4,12
4,-12,4,-4
4,-4,12,-4
12,-4,-4,4
12,-4,4,-4
-8,-8,-6,-2
-8,-8,-2,-6
-8,0,12,4
-4,0,12,8
0,4,-8,12
0,8,-4,12
0,-8,4,12
0,-4,8,12
4,0,-12,8
4,-12,0,8
8,0,-12,4
8,-12,0,4
12,-8,4,0
12,-4,8,0
-8,4,-8,8
-8,8,-4,8
-8,-8,4,8
-8,-8,8,4
-8,-4,8,8
-4,8,-8,8
-4,-8,8,8
4,-8,-8,8
4,-8,8,-8
8,-8,-8,4
8,-4,-8,8
8,-8,-4,8
8,-8,4,-8
8,-8,8,-4
8,8,6,10
10,6,8,8
-12,-8,4,0
-12,-4,8,0
-8,0,-12,4
-8,-12,0,4
-4,0,-12,8
-4,-12,0,8
0,-4,-8,12
0,-8,-4,12
4,-12,0,-8
8,-12,0,-4
12,-4,-8,0
12,-8,-4,0
-12,-4,-4,-4
-4,-4,-12,-4
-4,-12,-4,-4
6,10,4,12
12,4,10,6
-12,-4,-8,0
-12,-8,-4,0
-8,-12,0,-4
-4,-12,0,-8
-8,-8,-8,-4
-8,-8,-4,-8
-4,-8,-8,-8
-10,6,-8,8
-10,-6,8,8
-8,8,-6,10
-8,-8,6,10
-8,-8,10,6
-6,-10,8,8
6,-10,-8,8
6,-10,8,-8
8,-8,-10,6
8,-8,-6,10
8,-8,10,-6
10,-6,-8,8
8,8,8,12
8,8,12,8
12,8,8,8
-12,4,-10,6
-12,-4,10,6
-10,-6,12,4
-6,10,-4,12
-6,-10,4,12
-4,-12,6,10
4,-12,-6,10
4,-12,6,-10
6,-10,-4,12
10,-6,-12,4
10,-6,12,-4
12,-4,-10,6
-8,-8,-10,-6
-6,-10,-8,-8
-12,8,-8,8
-12,-8,8,8
-8,8,-12,8
-8,8,-8,12
-8,-12,8,8
-8,-8,8,12
-8,-8,12,8
8,-8,-12,8
8,-12,-8,8
8,-8,-8,12
8,-12,8,-8
8,-8,12,-8
12,-8,-8,8
12,-8,8,-8
-10,-6,-12,-4
-4,-12,-6,-10
-12,-8,-8,-8
-8,-8,-12,-8
-8,-12,-8,-8
